# Bg   Tw[K]   Bc[-]   Hw[J/kg]
#

0.80000   1125.00    0.000000      -584169.00
0.80000   1150.00    0.000000      -490646.00
0.80000   1175.00    0.000000      -408820.00
0.80000   1200.00    0.000000      -335185.00
0.80000   1225.00    0.000000      -267268.00
0.80000   1250.00    0.000000      -203341.00
0.80000   1275.00    0.000000      -142205.00
0.80000   1300.00    0.000181       -83020.10
0.80000   1325.00    0.000365       -25198.20
0.80000   1350.00    0.000491        31679.30
0.80000   1375.00    0.000582        87912.70
0.80000   1400.00    0.000654       143721.00
0.80000   1425.00    0.000717       199266.00
0.80000   1450.00    0.000779       254669.00
0.80000   1475.00    0.000846       310023.00
0.80000   1500.00    0.000923       365403.00
0.80000   1525.00    0.001014       420868.00
0.80000   1550.00    0.001121       476467.00
0.80000   1575.00    0.001247       532243.00
0.80000   1600.00    0.001394       588235.00
0.80000   1625.00    0.001566       644478.00
0.80000   1650.00    0.001765       701006.00
0.80000   1675.00    0.001993       757852.00
0.80000   1700.00    0.002253       815049.00
0.80000   1725.00    0.002547       872633.00
0.80000   1750.00    0.002879       930639.00
0.80000   1775.00    0.003252       989105.00
0.80000   1800.00    0.003669      1048070.00
0.80000   1825.00    0.004133      1107580.00
0.80000   1850.00    0.004648      1167680.00
0.80000   1875.00    0.005217      1228410.00
0.80000   1900.00    0.005845      1289830.00
0.80000   1925.00    0.006535      1352000.00
0.80000   1950.00    0.007292      1414980.00
0.80000   1975.00    0.008120      1478820.00
0.80000   2000.00    0.009024      1543600.00
0.80000   2025.00    0.010008      1609390.00
0.80000   2050.00    0.011078      1676270.00
0.80000   2075.00    0.012238      1744310.00
0.80000   2100.00    0.013494      1813610.00
0.80000   2125.00    0.014851      1884250.00
0.80000   2150.00    0.016315      1956330.00
0.80000   2175.00    0.017890      2029950.00
0.80000   2200.00    0.019584      2105220.00
0.80000   2225.00    0.021401      2182230.00
0.80000   2250.00    0.023347      2261110.00
0.80000   2275.00    0.025428      2341970.00
0.80000   2300.00    0.027651      2424930.00
0.80000   2325.00    0.030021      2510120.00
0.80000   2350.00    0.032544      2597660.00
0.80000   2375.00    0.035226      2687670.00
0.80000   2400.00    0.038072      2780310.00
0.80000   2425.00    0.041088      2875690.00
0.80000   2450.00    0.044281      2973950.00
0.80000   2475.00    0.047654      3075240.00
0.80000   2500.00    0.051214      3179680.00
0.80000   2525.00    0.054966      3287420.00
0.80000   2550.00    0.058914      3398600.00
0.80000   2575.00    0.063063      3513350.00
0.80000   2600.00    0.067417      3631810.00
0.80000   2625.00    0.071982      3754120.00
0.80000   2650.00    0.076760      3880420.00
0.80000   2675.00    0.081756      4010840.00
0.80000   2700.00    0.086973      4145500.00
0.80000   2725.00    0.092415      4284560.00
0.80000   2750.00    0.098086      4428130.00
0.80000   2775.00    0.103989      4576360.00
0.80000   2800.00    0.110129      4729380.00
0.80000   2825.00    0.116509      4887320.00
0.80000   2850.00    0.123135      5050340.00
0.80000   2875.00    0.130012      5218590.00
0.80000   2900.00    0.137149      5392220.00
0.80000   2925.00    0.144554      5571430.00
0.80000   2950.00    0.152239      5756400.00
0.80000   2975.00    0.160218      5947350.00
0.80000   3000.00    0.168509      6144540.00
0.80000   3025.00    0.177136      6348260.00
0.80000   3050.00    0.186128      6558840.00
0.80000   3075.00    0.195522      6776680.00
0.80000   3100.00    0.205363      7002250.00
0.80000   3125.00    0.215708      7236100.00
0.80000   3150.00    0.226629      7478860.00
0.80000   3175.00    0.238214      7731300.00
0.80000   3200.00    0.250570      7994330.00
0.80000   3225.00    0.263833      8268980.00
0.80000   3250.00    0.278165      8556500.00
0.80000   3275.00    0.293767      8858310.00
0.80000   3300.00    0.310883      9176090.00
0.80000   3325.00    0.329814      9511740.00
0.80000   3350.00    0.350923      9867460.00
0.80000   3375.00    0.374656     10245700.00
0.80000   3400.00    0.401557     10649300.00
0.80000   3425.00    0.432292     11081300.00
0.80000   3450.00    0.467677     11545200.00
0.80000   3475.00    0.508719     12044400.00
0.80000   3500.00    0.556661     12583000.00
0.80000   3525.00    0.613054     13164800.00
0.80000   3550.00    0.679843     13793700.00
0.80000   3575.00    0.759491     14473400.00
0.80000   3600.00    0.855152     15207100.00
0.80000   3625.00    0.970919     15997100.00
0.80000   3650.00    1.112190     16844700.00
0.80000   3675.00    1.286220     17749600.00
0.80000   3700.00    1.502980     18709300.00
0.80000   3725.00    1.776490     19719200.00
0.80000   3750.00    2.127220     20771500.00
0.80000   3775.00    2.586050     21855700.00
0.80000   3800.00    3.201930     22957600.00
0.80000   3825.00    4.057150     24059900.00
0.80000   3850.00    5.301180     25142200.00
0.80000   3875.00    7.235780     26180700.00
0.80000   3900.00   10.571900     27148700.00
0.80000   3925.00   17.461600     28014400.00
0.80000   3950.00   38.720300     28736500.00
0.80000   3975.00   38.720300     28736500.00
0.80000   4000.00   38.720300     28736500.00

0.90000    250.00    0.000000     -5950260.00
0.90000    275.00    0.000000     -5895030.00
0.90000    300.00    0.000000     -5832650.00
0.90000    325.00    0.000000     -5764200.00
0.90000    350.00    0.000000     -5691510.00
0.90000    375.00    0.000000     -5616500.00
0.90000    400.00    0.000000     -5540740.00
0.90000    425.00    0.000000     -5465280.00
0.90000    450.00    0.000000     -5390630.00
0.90000    475.00    0.000000     -5316900.00
0.90000    500.00    0.000000     -5243840.00
0.90000    525.00    0.000000     -5170910.00
0.90000    550.00    0.000000     -5097350.00
0.90000    575.00    0.000000     -5022160.00
0.90000    600.00    0.000000     -4944090.00
0.90000    625.00    0.000000     -4861610.00
0.90000    650.00    0.000000     -4772810.00
0.90000    675.00    0.000000     -4675370.00
0.90000    700.00    0.000000     -4566390.00
0.90000    725.00    0.000000     -4442380.00
0.90000    750.00    0.000000     -4299170.00
0.90000    775.00    0.000000     -4132060.00
0.90000    800.00    0.000000     -3936090.00
0.90000    825.00    0.000000     -3706820.00
0.90000    850.00    0.000000     -3441420.00
0.90000    875.00    0.000000     -3140390.00
0.90000    900.00    0.000000     -2809300.00
0.90000    925.00    0.000000     -2459870.00
0.90000    950.00    0.000000     -2109270.00
0.90000    975.00    0.000000     -1776830.00
0.90000   1000.00    0.000000     -1478900.00
0.90000   1025.00    0.000000     -1224640.00
0.90000   1050.00    0.000000     -1014950.00
0.90000   1075.00    0.000000      -844705.00
0.90000   1100.00    0.000000      -706136.00
0.90000   1125.00    0.000000      -591430.00
0.90000   1150.00    0.000000      -494012.00
0.90000   1175.00    0.000000      -408849.00
0.90000   1200.00    0.000000      -332286.00
0.90000   1225.00    0.000000      -261737.00
0.90000   1250.00    0.000000      -195395.00
0.90000   1275.00    0.000000      -132001.00
0.90000   1300.00    0.000000       -70676.00
0.90000   1325.00    0.000000       -10798.70
0.90000   1350.00    0.000000        48071.30
0.90000   1375.00    0.000000       106251.00
0.90000   1400.00    0.000000       163971.00
0.90000   1425.00    0.000000       221404.00
0.90000   1450.00    0.000000       278676.00
0.90000   1475.00    0.000000       335889.00
0.90000   1500.00    0.000000       393119.00
0.90000   1525.00    0.000000       450429.00
0.90000   1550.00    0.000000       507873.00
0.90000   1575.00    0.000000       565494.00
0.90000   1600.00    0.000000       623333.00
0.90000   1625.00    0.000000       681429.00
0.90000   1650.00    0.000000       739815.00
0.90000   1675.00    0.000000       798527.00
0.90000   1700.00    0.000000       857600.00
0.90000   1725.00    0.000000       917070.00
0.90000   1750.00    0.000000       976975.00
0.90000   1775.00    0.000000      1037350.00
0.90000   1800.00    0.000000      1098250.00
0.90000   1825.00    0.000000      1159700.00
0.90000   1850.00    0.000000      1221760.00
0.90000   1875.00    0.000000      1284480.00
0.90000   1900.00    0.000000      1347910.00
0.90000   1925.00    0.000000      1412120.00
0.90000   1950.00    0.000000      1477150.00
0.90000   1975.00    0.000000      1543090.00
0.90000   2000.00    0.000000      1610000.00
0.90000   2025.00    0.000000      1677960.00
0.90000   2050.00    0.000000      1747050.00
0.90000   2075.00    0.000000      1817340.00
0.90000   2100.00    0.000000      1888950.00
0.90000   2125.00    0.000000      1961950.00
0.90000   2150.00    0.000000      2036440.00
0.90000   2175.00    0.000000      2112550.00
0.90000   2200.00    0.000000      2190360.00
0.90000   2225.00    0.001085      2270000.00
0.90000   2250.00    0.003182      2351580.00
0.90000   2275.00    0.005427      2435230.00
0.90000   2300.00    0.007825      2521070.00
0.90000   2325.00    0.010384      2609230.00
0.90000   2350.00    0.013110      2699850.00
0.90000   2375.00    0.016010      2793060.00
0.90000   2400.00    0.019089      2889000.00
0.90000   2425.00    0.022355      2987820.00
0.90000   2450.00    0.025814      3089650.00
0.90000   2475.00    0.029471      3194650.00
0.90000   2500.00    0.033333      3302940.00
0.90000   2525.00    0.037406      3414690.00
0.90000   2550.00    0.041695      3530040.00
0.90000   2575.00    0.046206      3649130.00
0.90000   2600.00    0.050944      3772110.00
0.90000   2625.00    0.055913      3899120.00
0.90000   2650.00    0.061118      4030310.00
0.90000   2675.00    0.066565      4165810.00
0.90000   2700.00    0.072257      4305760.00
0.90000   2725.00    0.078198      4450310.00
0.90000   2750.00    0.084394      4599600.00
0.90000   2775.00    0.090847      4753770.00
0.90000   2800.00    0.097564      4912950.00
0.90000   2825.00    0.104549      5077290.00
0.90000   2850.00    0.111808      5246950.00
0.90000   2875.00    0.119349      5422080.00
0.90000   2900.00    0.127178      5602840.00
0.90000   2925.00    0.135307      5789430.00
0.90000   2950.00    0.143748      5982040.00
0.90000   2975.00    0.152518      6180890.00
0.90000   3000.00    0.161636      6386250.00
0.90000   3025.00    0.171128      6598410.00
0.90000   3050.00    0.181026      6817700.00
0.90000   3075.00    0.191369      7044530.00
0.90000   3100.00    0.202208      7279370.00
0.90000   3125.00    0.213604      7522750.00
0.90000   3150.00    0.225635      7775340.00
0.90000   3175.00    0.238397      8037890.00
0.90000   3200.00    0.252006      8311290.00
0.90000   3225.00    0.266607      8596600.00
0.90000   3250.00    0.282379      8895030.00
0.90000   3275.00    0.299537      9208020.00
0.90000   3300.00    0.318348      9537190.00
0.90000   3325.00    0.339136      9884450.00
0.90000   3350.00    0.362296     10251900.00
0.90000   3375.00    0.388311     10642100.00
0.90000   3400.00    0.417772     11057600.00
0.90000   3425.00    0.451400     11501500.00
0.90000   3450.00    0.490081     11977100.00
0.90000   3475.00    0.534909     12487700.00
0.90000   3500.00    0.587233     13037200.00
0.90000   3525.00    0.648738     13629100.00
0.90000   3550.00    0.721537     14266900.00
0.90000   3575.00    0.808305     14954100.00
0.90000   3600.00    0.912472     15693300.00
0.90000   3625.00    1.038490     16486400.00
0.90000   3650.00    1.192230     17333900.00
0.90000   3675.00    1.381570     18234900.00
0.90000   3700.00    1.617360     19186200.00
0.90000   3725.00    1.914890     20182300.00
0.90000   3750.00    2.296380     21215000.00
0.90000   3775.00    2.795490     22272900.00
0.90000   3800.00    3.465470     23341700.00
0.90000   3825.00    4.395910     24403900.00
0.90000   3850.00    5.749500     25439200.00
0.90000   3875.00    7.854700     26424500.00
0.90000   3900.00   11.485000     27334000.00
0.90000   3925.00   18.981000     28137500.00
0.90000   3950.00   42.091700     28796000.00
0.90000   3975.00   42.091700     28796000.00
0.90000   4000.00   42.091700     28796000.00

1.00000    250.00    0.000000     -6110610.00
1.00000    275.00    0.000000     -6055560.00
1.00000    300.00    0.000000     -5993430.00
1.00000    325.00    0.000000     -5925100.00
1.00000    350.00    0.000000     -5852240.00
1.00000    375.00    0.000000     -5776710.00
1.00000    400.00    0.000000     -5700090.00
1.00000    425.00    0.000000     -5623490.00
1.00000    450.00    0.000000     -5547500.00
1.00000    475.00    0.000000     -5472290.00
1.00000    500.00    0.000000     -5397680.00
1.00000    525.00    0.000000     -5323160.00
1.00000    550.00    0.000000     -5248000.00
1.00000    575.00    0.000000     -5171210.00
1.00000    600.00    0.000000     -5091530.00
1.00000    625.00    0.000000     -5007400.00
1.00000    650.00    0.000000     -4916870.00
1.00000    675.00    0.000000     -4817520.00
1.00000    700.00    0.000000     -4706350.00
1.00000    725.00    0.000000     -4579680.00
1.00000    750.00    0.000000     -4433160.00
1.00000    775.00    0.000000     -4261800.00
1.00000    800.00    0.000000     -4060410.00
1.00000    825.00    0.000000     -3824260.00
1.00000    850.00    0.000000     -3550390.00
1.00000    875.00    0.000000     -3239280.00
1.00000    900.00    0.000000     -2896730.00
1.00000    925.00    0.000000     -2534960.00
1.00000    950.00    0.000000     -2171830.00
1.00000    975.00    0.000000     -1827380.00
1.00000   1000.00    0.000000     -1518610.00
1.00000   1025.00    0.000000     -1255000.00
1.00000   1050.00    0.000000     -1037510.00
1.00000   1075.00    0.000000      -860894.00
1.00000   1100.00    0.000000      -717126.00
1.00000   1125.00    0.000000      -598142.00
1.00000   1150.00    0.000000      -497140.00
1.00000   1175.00    0.000000      -408906.00
1.00000   1200.00    0.000000      -329646.00
1.00000   1225.00    0.000000      -256674.00
1.00000   1250.00    0.000000      -188108.00
1.00000   1275.00    0.000000      -122636.00
1.00000   1300.00    0.000000       -59339.60
1.00000   1325.00    0.000000         2430.13
1.00000   1350.00    0.000000        63134.30
1.00000   1375.00    0.000000       123105.00
1.00000   1400.00    0.000000       182585.00
1.00000   1425.00    0.000000       241754.00
1.00000   1450.00    0.000000       300747.00
1.00000   1475.00    0.000000       359668.00
1.00000   1500.00    0.000000       418599.00
1.00000   1525.00    0.000000       477606.00
1.00000   1550.00    0.000000       536744.00
1.00000   1575.00    0.000000       596061.00
1.00000   1600.00    0.000000       655597.00
1.00000   1625.00    0.000000       715393.00
1.00000   1650.00    0.000000       775486.00
1.00000   1675.00    0.000000       835910.00
1.00000   1700.00    0.000000       896704.00
1.00000   1725.00    0.000000       957903.00
1.00000   1750.00    0.000000      1019550.00
1.00000   1775.00    0.000000      1081680.00
1.00000   1800.00    0.000000      1144340.00
1.00000   1825.00    0.000000      1207570.00
1.00000   1850.00    0.000000      1271430.00
1.00000   1875.00    0.000000      1335960.00
1.00000   1900.00    0.000000      1401230.00
1.00000   1925.00    0.000000      1467290.00
1.00000   1950.00    0.000000      1534210.00
1.00000   1975.00    0.000000      1602060.00
1.00000   2000.00    0.000000      1670910.00
1.00000   2025.00    0.000000      1740850.00
1.00000   2050.00    0.000000      1811940.00
1.00000   2075.00    0.000000      1884290.00
1.00000   2100.00    0.000000      1957990.00
1.00000   2125.00    0.000000      2033130.00
1.00000   2150.00    0.000000      2109830.00
1.00000   2175.00    0.000000      2188180.00
1.00000   2200.00    0.000000      2268300.00
1.00000   2225.00    0.000000      2350310.00
1.00000   2250.00    0.000000      2434340.00
1.00000   2275.00    0.000000      2520510.00
1.00000   2300.00    0.000000      2608960.00
1.00000   2325.00    0.000000      2699810.00
1.00000   2350.00    0.000000      2793220.00
1.00000   2375.00    0.000000      2889310.00
1.00000   2400.00    0.000008      2988250.00
1.00000   2425.00    0.003516      3090170.00
1.00000   2450.00    0.007234      3195220.00
1.00000   2475.00    0.011168      3303550.00
1.00000   2500.00    0.015324      3415330.00
1.00000   2525.00    0.019710      3530690.00
1.00000   2550.00    0.024332      3649800.00
1.00000   2575.00    0.029196      3772790.00
1.00000   2600.00    0.034307      3899840.00
1.00000   2625.00    0.039671      4031080.00
1.00000   2650.00    0.045295      4166660.00
1.00000   2675.00    0.051182      4306730.00
1.00000   2700.00    0.057338      4451440.00
1.00000   2725.00    0.063768      4600940.00
1.00000   2750.00    0.070477      4755360.00
1.00000   2775.00    0.077471      4914860.00
1.00000   2800.00    0.084754      5079580.00
1.00000   2825.00    0.092332      5249670.00
1.00000   2850.00    0.100213      5425280.00
1.00000   2875.00    0.108404      5606580.00
1.00000   2900.00    0.116914      5793750.00
1.00000   2925.00    0.125755      5986950.00
1.00000   2950.00    0.134940      6186410.00
1.00000   2975.00    0.144488      6392350.00
1.00000   3000.00    0.154421      6605030.00
1.00000   3025.00    0.164765      6824740.00
1.00000   3050.00    0.175556      7051830.00
1.00000   3075.00    0.186837      7286700.00
1.00000   3100.00    0.198661      7529810.00
1.00000   3125.00    0.211096      7781730.00
1.00000   3150.00    0.224225      8043090.00
1.00000   3175.00    0.238150      8314650.00
1.00000   3200.00    0.253000      8597300.00
1.00000   3225.00    0.268928      8892100.00
1.00000   3250.00    0.286128      9200240.00
1.00000   3275.00    0.304831      9523150.00
1.00000   3300.00    0.325326      9862440.00
1.00000   3325.00    0.347960     10220000.00
1.00000   3350.00    0.373161     10597900.00
1.00000   3375.00    0.401448     10998500.00
1.00000   3400.00    0.433458     11424500.00
1.00000   3425.00    0.469969     11878800.00
1.00000   3450.00    0.511938     12364600.00
1.00000   3475.00    0.560541     12885100.00
1.00000   3500.00    0.617239     13443900.00
1.00000   3525.00    0.683847     14044300.00
1.00000   3550.00    0.762646     14689700.00
1.00000   3575.00    0.856525     15382900.00
1.00000   3600.00    0.969189     16126300.00
1.00000   3625.00    1.105440     16921300.00
1.00000   3650.00    1.271630     17767800.00
1.00000   3675.00    1.476280     18664300.00
1.00000   3700.00    1.731100     19607100.00
1.00000   3725.00    2.052600     20590000.00
1.00000   3750.00    2.464850     21604100.00
1.00000   3775.00    3.004190     22637900.00
1.00000   3800.00    3.728230     23676500.00
1.00000   3825.00    4.733830     24702600.00
1.00000   3850.00    6.196900     25696100.00
1.00000   3875.00    8.472530     26634600.00
1.00000   3900.00   12.396800     27493000.00
1.00000   3925.00   20.498300     28242700.00
1.00000   3950.00   45.457900     28846600.00
1.00000   3975.00   45.457900     28846600.00
1.00000   4000.00   45.457900     28846600.00

1.20000    250.00    0.000000     -6390360.00
1.20000    275.00    0.000000     -6335290.00
1.20000    300.00    0.000000     -6273230.00
1.20000    325.00    0.000000     -6204810.00
1.20000    350.00    0.000000     -6131460.00
1.20000    375.00    0.000000     -6054930.00
1.20000    400.00    0.000000     -5976800.00
1.20000    425.00    0.000000     -5898260.00
1.20000    450.00    0.000000     -5820010.00
1.20000    475.00    0.000000     -5742330.00
1.20000    500.00    0.000000     -5665120.00
1.20000    525.00    0.000000     -5587950.00
1.20000    550.00    0.000000     -5510140.00
1.20000    575.00    0.000000     -5430700.00
1.20000    600.00    0.000000     -5348390.00
1.20000    625.00    0.000000     -5261600.00
1.20000    650.00    0.000000     -5168280.00
1.20000    675.00    0.000000     -5065900.00
1.20000    700.00    0.000000     -4951230.00
1.20000    725.00    0.000000     -4820320.00
1.20000    750.00    0.000000     -4668410.00
1.20000    775.00    0.000000     -4490070.00
1.20000    800.00    0.000000     -4279590.00
1.20000    825.00    0.000000     -4031750.00
1.20000    850.00    0.000000     -3743270.00
1.20000    875.00    0.000000     -3414590.00
1.20000    900.00    0.000000     -3051920.00
1.20000    925.00    0.000000     -2668360.00
1.20000    950.00    0.000000     -2283010.00
1.20000    975.00    0.000000     -1917270.00
1.20000   1000.00    0.000000     -1589230.00
1.20000   1025.00    0.000000     -1309000.00
1.20000   1050.00    0.000000     -1077680.00
1.20000   1075.00    0.000000      -889732.00
1.20000   1100.00    0.000000      -736727.00
1.20000   1125.00    0.000000      -610139.00
1.20000   1150.00    0.000000      -502765.00
1.20000   1175.00    0.000000      -409069.00
1.20000   1200.00    0.000000      -325012.00
1.20000   1225.00    0.000000      -247728.00
1.20000   1250.00    0.000000      -175204.00
1.20000   1275.00    0.000000      -106034.00
1.20000   1300.00    0.000000       -39229.50
1.20000   1325.00    0.000000        25907.30
1.20000   1350.00    0.000000        89874.50
1.20000   1375.00    0.000000       153031.00
1.20000   1400.00    0.000000       215641.00
1.20000   1425.00    0.000000       277897.00
1.20000   1450.00    0.000000       339947.00
1.20000   1475.00    0.000000       401904.00
1.20000   1500.00    0.000000       463857.00
1.20000   1525.00    0.000000       525877.00
1.20000   1550.00    0.000000       588024.00
1.20000   1575.00    0.000000       650349.00
1.20000   1600.00    0.000000       712897.00
1.20000   1625.00    0.000000       775709.00
1.20000   1650.00    0.000000       838825.00
1.20000   1675.00    0.000000       902284.00
1.20000   1700.00    0.000000       966124.00
1.20000   1725.00    0.000000      1030390.00
1.20000   1750.00    0.000000      1095110.00
1.20000   1775.00    0.000000      1160340.00
1.20000   1800.00    0.000000      1226110.00
1.20000   1825.00    0.000000      1292490.00
1.20000   1850.00    0.000000      1359520.00
1.20000   1875.00    0.000000      1427260.00
1.20000   1900.00    0.000000      1495760.00
1.20000   1925.00    0.000000      1565100.00
1.20000   1950.00    0.000000      1635330.00
1.20000   1975.00    0.000000      1706540.00
1.20000   2000.00    0.000000      1778800.00
1.20000   2025.00    0.000000      1852200.00
1.20000   2050.00    0.000000      1926830.00
1.20000   2075.00    0.000000      2002770.00
1.20000   2100.00    0.000000      2080140.00
1.20000   2125.00    0.000000      2159030.00
1.20000   2150.00    0.000000      2239560.00
1.20000   2175.00    0.000000      2321840.00
1.20000   2200.00    0.000000      2406000.00
1.20000   2225.00    0.000000      2492160.00
1.20000   2250.00    0.000000      2580460.00
1.20000   2275.00    0.000000      2671020.00
1.20000   2300.00    0.000000      2764000.00
1.20000   2325.00    0.000000      2859540.00
1.20000   2350.00    0.000000      2957790.00
1.20000   2375.00    0.000000      3058900.00
1.20000   2400.00    0.000000      3163020.00
1.20000   2425.00    0.000000      3270320.00
1.20000   2450.00    0.000000      3380960.00
1.20000   2475.00    0.000000      3495090.00
1.20000   2500.00    0.000000      3612890.00
1.20000   2525.00    0.000000      3734510.00
1.20000   2550.00    0.000000      3860120.00
1.20000   2575.00    0.000000      3989890.00
1.20000   2600.00    0.000635      4123960.00
1.20000   2625.00    0.006768      4262520.00
1.20000   2650.00    0.013202      4405700.00
1.20000   2675.00    0.019946      4553690.00
1.20000   2700.00    0.027006      4706620.00
1.20000   2725.00    0.034388      4864650.00
1.20000   2750.00    0.042098      5027940.00
1.20000   2775.00    0.050144      5196650.00
1.20000   2800.00    0.058531      5370930.00
1.20000   2825.00    0.067268      5550930.00
1.20000   2850.00    0.076364      5736820.00
1.20000   2875.00    0.085827      5928770.00
1.20000   2900.00    0.095669      6126960.00
1.20000   2925.00    0.105903      6331570.00
1.20000   2950.00    0.116548      6542830.00
1.20000   2975.00    0.127622      6760960.00
1.20000   3000.00    0.139153      6986220.00
1.20000   3025.00    0.151171      7218920.00
1.20000   3050.00    0.163718      7459410.00
1.20000   3075.00    0.176843      7708080.00
1.20000   3100.00    0.190608      7965410.00
1.20000   3125.00    0.205089      8231940.00
1.20000   3150.00    0.220384      8508320.00
1.20000   3175.00    0.236609      8795300.00
1.20000   3200.00    0.253909      9093770.00
1.20000   3225.00    0.272463      9404760.00
1.20000   3250.00    0.292490      9729450.00
1.20000   3275.00    0.314257     10069200.00
1.20000   3300.00    0.338091     10425700.00
1.20000   3325.00    0.364392     10800600.00
1.20000   3350.00    0.393648     11196100.00
1.20000   3375.00    0.426453     11614300.00
1.20000   3400.00    0.463538     12057900.00
1.20000   3425.00    0.505792     12529500.00
1.20000   3450.00    0.554311     13032200.00
1.20000   3475.00    0.610446     13568900.00
1.20000   3500.00    0.675867     14142700.00
1.20000   3525.00    0.752658     14756800.00
1.20000   3550.00    0.843435     15413800.00
1.20000   3575.00    0.951515     16116000.00
1.20000   3600.00    1.081150     16865100.00
1.20000   3625.00    1.237850     17661500.00
1.20000   3650.00    1.428920     18504400.00
1.20000   3675.00    1.664140     19391200.00
1.20000   3700.00    1.956970     20317200.00
1.20000   3725.00    2.326400     21275300.00
1.20000   3750.00    2.800090     22255800.00
1.20000   3775.00    3.419830     23246500.00
1.20000   3800.00    4.251890     24232500.00
1.20000   3825.00    5.407660     25196300.00
1.20000   3850.00    7.089440     26118700.00
1.20000   3875.00    9.705550     26978400.00
1.20000   3900.00   14.217000     27752000.00
1.20000   3925.00   23.527600     28413200.00
1.20000   3950.00   52.177700     28928200.00
1.20000   3975.00   52.177700     28928200.00
1.20000   4000.00   52.177700     28928200.00

1.50000    250.00    0.000000     -6731120.00
1.50000    275.00    0.000000     -6675610.00
1.50000    300.00    0.000000     -6613180.00
1.50000    325.00    0.000000     -6544230.00
1.50000    350.00    0.000000     -6469980.00
1.50000    375.00    0.000000     -6392070.00
1.50000    400.00    0.000000     -6312040.00
1.50000    425.00    0.000000     -6231160.00
1.50000    450.00    0.000000     -6150230.00
1.50000    475.00    0.000000     -6069640.00
1.50000    500.00    0.000000     -5989400.00
1.50000    525.00    0.000000     -5909160.00
1.50000    550.00    0.000000     -5828290.00
1.50000    575.00    0.000000     -5745860.00
1.50000    600.00    0.000000     -5660600.00
1.50000    625.00    0.000000     -5570880.00
1.50000    650.00    0.000000     -5474580.00
1.50000    675.00    0.000000     -5368970.00
1.50000    700.00    0.000000     -5250600.00
1.50000    725.00    0.000000     -5115150.00
1.50000    750.00    0.000000     -4957380.00
1.50000    775.00    0.000000     -4771240.00
1.50000    800.00    0.000000     -4550330.00
1.50000    825.00    0.000000     -4288790.00
1.50000    850.00    0.000000     -3982830.00
1.50000    875.00    0.000000     -3632830.00
1.50000    900.00    0.000000     -3245450.00
1.50000    925.00    0.000000     -2834910.00
1.50000    950.00    0.000000     -2421930.00
1.50000    975.00    0.000000     -2029640.00
1.50000   1000.00    0.000000     -1677540.00
1.50000   1025.00    0.000000     -1376570.00
1.50000   1050.00    0.000000     -1127950.00
1.50000   1075.00    0.000000      -925867.00
1.50000   1100.00    0.000000      -761325.00
1.50000   1125.00    0.000000      -625237.00
1.50000   1150.00    0.000000      -509897.00
1.50000   1175.00    0.000000      -409370.00
1.50000   1200.00    0.000000      -319312.00
1.50000   1225.00    0.000000      -236632.00
1.50000   1250.00    0.000000      -159155.00
1.50000   1275.00    0.000000       -85356.30
1.50000   1300.00    0.000000       -14162.10
1.50000   1325.00    0.000000        55187.90
1.50000   1350.00    0.000000       123237.00
1.50000   1375.00    0.000000       190379.00
1.50000   1400.00    0.000000       256901.00
1.50000   1425.00    0.000000       323016.00
1.50000   1450.00    0.000000       388887.00
1.50000   1475.00    0.000000       454637.00
1.50000   1500.00    0.000000       520363.00
1.50000   1525.00    0.000000       586144.00
1.50000   1550.00    0.000000       652045.00
1.50000   1575.00    0.000000       718121.00
1.50000   1600.00    0.000000       784422.00
1.50000   1625.00    0.000000       850992.00
1.50000   1650.00    0.000000       917873.00
1.50000   1675.00    0.000000       985108.00
1.50000   1700.00    0.000000      1052740.00
1.50000   1725.00    0.000000      1120800.00
1.50000   1750.00    0.000000      1189350.00
1.50000   1775.00    0.000000      1258420.00
1.50000   1800.00    0.000000      1328060.00
1.50000   1825.00    0.000000      1398340.00
1.50000   1850.00    0.000000      1469290.00
1.50000   1875.00    0.000000      1540990.00
1.50000   1900.00    0.000000      1613490.00
1.50000   1925.00    0.000000      1686860.00
1.50000   1950.00    0.000000      1761190.00
1.50000   1975.00    0.000000      1836530.00
1.50000   2000.00    0.000000      1913000.00
1.50000   2025.00    0.000000      1990660.00
1.50000   2050.00    0.000000      2069610.00
1.50000   2075.00    0.000000      2149970.00
1.50000   2100.00    0.000000      2231830.00
1.50000   2125.00    0.000000      2315310.00
1.50000   2150.00    0.000000      2400530.00
1.50000   2175.00    0.000000      2487610.00
1.50000   2200.00    0.000000      2576690.00
1.50000   2225.00    0.000000      2667900.00
1.50000   2250.00    0.000000      2761390.00
1.50000   2275.00    0.000000      2857300.00
1.50000   2300.00    0.000000      2955790.00
1.50000   2325.00    0.000000      3057010.00
1.50000   2350.00    0.000000      3161130.00
1.50000   2375.00    0.000000      3268310.00
1.50000   2400.00    0.000000      3378730.00
1.50000   2425.00    0.000000      3492540.00
1.50000   2450.00    0.000000      3609930.00
1.50000   2475.00    0.000000      3731080.00
1.50000   2500.00    0.000000      3856150.00
1.50000   2525.00    0.000000      3985330.00
1.50000   2550.00    0.000000      4118800.00
1.50000   2575.00    0.000000      4256720.00
1.50000   2600.00    0.000000      4399280.00
1.50000   2625.00    0.000000      4546650.00
1.50000   2650.00    0.000000      4699000.00
1.50000   2675.00    0.000000      4856510.00
1.50000   2700.00    0.000000      5019330.00
